,GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,Season
111,Lineups,-201143-1629652-,A. Horford - L. Dort,1610612760,OKC,27,11,16,0.407,24.8,7.1,3.5,4.6,21.6,7.6,5.8,6.2,23.6,1217,1382,4005,3018,406,328,1118,504,266,4796,4763,4819,4861,2020-21
112,Lineups,-101108-1629028-,C. Paul - D. Ayton,1610612756,PHX,68,47,21,0.691,24.8,8.0,6.3,7.3,23.9,7.7,6.4,6.6,23.9,11,14,4478,862,11,213,195,127,181,4820,4867,4855,4872,2020-21
113,Lineups,-101108-1628969-,C. Paul - M. Bridges,1610612756,PHX,70,49,21,0.7,24.8,8.2,6.5,7.7,23.6,7.7,6.6,6.3,24.5,3,5,4478,801,8,184,173,107,189,4809,4902,4822,4891,2020-21
114,Lineups,-201950-203114-,J. Holiday - K. Middleton,1610612749,MIL,58,40,18,0.69,24.8,8.4,6.6,8.1,27.3,8.0,6.3,5.7,21.3,139,54,4220,864,35,162,158,84,76,4852,4859,4704,4768,2020-21
115,Lineups,-1627763-1629052-,M. Brogdon - O. Brissett,1610612754,IND,6,3,3,0.5,24.8,7.8,8.3,12.8,26.0,7.4,9.3,8.1,33.8,3350,3021,1356,2032,1921,231,27,2,110,4772,5018,4978,5017,2020-21
116,Lineups,-201939-1626162-,S. Curry - K. Oubre Jr.,1610612744,GSW,48,26,22,0.542,24.8,9.0,5.0,7.2,25.9,10.3,8.1,8.3,24.1,386,403,4551,1863,103,119,448,134,114,5006,4989,4992,4875,2020-21
117,Lineups,-203083-1630171-,A. Drummond - I. Okoro,1610612739,CLE,20,7,13,0.35,24.7,9.1,6.6,7.2,28.9,10.3,4.9,7.0,25.4,1673,1980,3614,3394,650,114,152,135,47,5004,4550,4907,4926,2020-21
118,Lineups,-1629012-1630171-,C. Sexton - I. Okoro,1610612739,CLE,55,16,39,0.291,24.7,7.2,6.6,6.0,26.6,9.4,6.3,6.6,26.0,207,960,5016,3803,59,296,155,252,88,4973,4846,4866,4938,2020-21
119,Lineups,-200782-202322-,P. Tucker - J. Wall,1610612745,HOU,23,9,14,0.391,24.7,8.9,4.8,5.8,21.7,7.4,7.7,8.4,25.8,1457,1654,3738,3165,532,123,482,266,261,4770,4973,4994,4934,2020-21
120,Lineups,-201937-1626157-,R. Rubio - K. Towns,1610612750,MIN,48,19,29,0.396,24.7,10.1,7.4,6.9,25.8,8.4,7.2,7.4,26.0,386,766,4871,3148,106,53,70,164,116,4902,4944,4949,4942,2020-21
121,Lineups,-203935-1628369-,M. Smart - J. Tatum,1610612738,BOS,41,22,19,0.537,24.6,9.9,6.9,7.5,25.2,8.5,5.8,7.1,22.0,621,595,4317,1891,157,62,121,122,142,4909,4771,4913,4801,2020-21
122,Lineups,-1626167-1627747-,M. Turner - C. LeVert,1610612754,IND,13,6,7,0.462,24.6,7.2,3.4,8.7,20.6,7.9,6.7,6.4,27.7,2319,2171,2536,2609,1107,292,1160,63,294,4848,4908,4833,4975,2020-21
123,Lineups,-201980-202699-,D. Green - T. Harris,1610612755,PHI,61,43,18,0.705,24.5,9.3,6.1,9.4,23.5,8.8,5.7,7.3,24.1,84,27,4220,786,29,91,221,40,197,4937,4746,4945,4878,2020-21
124,Lineups,-203114-203507-,K. Middleton - G. Antetokounmpo,1610612749,MIL,60,39,21,0.65,24.5,9.0,6.0,8.9,27.6,7.7,5.5,5.2,21.3,96,70,4478,1162,33,120,248,54,69,4812,4710,4607,4767,2020-21
125,Lineups,-203482-1626174-,K. Olynyk - C. Wood,1610612745,HOU,18,3,15,0.167,24.5,7.8,7.0,5.5,26.9,10.0,6.3,8.7,25.0,1818,3021,3874,4300,752,226,109,314,82,4990,4853,5004,4908,2020-21
126,Lineups,-1627747-1629052-,C. LeVert - O. Brissett,1610612754,IND,15,8,7,0.533,24.4,9.1,7.0,9.2,29.6,8.7,8.4,9.7,33.2,2091,1806,2536,1901,954,105,115,41,32,4931,5001,5017,5015,2020-21
127,Lineups,-200782-1626174-,P. Tucker - C. Wood,1610612745,HOU,17,8,9,0.471,24.4,9.7,5.6,7.0,25.6,9.2,6.4,9.0,24.6,1892,1806,2980,2539,813,75,319,157,122,4965,4875,5006,4895,2020-21
128,Lineups,-1628386-1629636-,J. Allen - D. Garland,1610612739,CLE,41,12,29,0.293,24.3,7.4,6.6,5.7,26.3,9.1,6.5,6.6,27.3,621,1268,4871,3796,159,272,150,280,96,4963,4886,4869,4969,2020-21
129,Lineups,-202710-203482-,J. Butler - K. Olynyk,1610612748,MIA,29,17,12,0.586,24.3,9.0,6.0,6.3,24.2,7.0,5.6,5.3,19.6,1122,901,3486,1565,367,117,251,221,172,4706,4735,4628,4669,2020-21
130,Lineups,-1626181-1627832-,N. Powell - F. VanVleet,1610612761,TOR,37,17,20,0.459,24.3,10.1,6.7,8.1,21.5,8.4,6.6,5.9,22.4,762,901,4400,2637,197,54,148,85,272,4890,4901,4760,4818,2020-21
131,Lineups,-1629027-1629629-,T. Young - C. Reddish,1610612737,ATL,24,10,14,0.417,24.3,7.8,7.8,5.5,28.5,8.4,6.5,7.3,26.7,1405,1502,3738,2948,509,231,51,305,54,4899,4888,4937,4958,2020-21
132,Lineups,-202689-1628369-,K. Walker - J. Tatum,1610612738,BOS,39,21,18,0.538,24.2,8.5,7.4,6.6,23.9,7.1,6.1,5.7,20.9,693,659,4220,1872,180,152,65,186,180,4736,4821,4715,4747,2020-21
133,Lineups,-202689-203935-,K. Walker - M. Smart,1610612738,BOS,29,13,16,0.448,24.2,9.6,6.7,7.7,23.8,8.1,7.0,6.8,21.7,1122,1183,4005,2726,370,81,137,106,182,4874,4925,4889,4785,2020-21
134,Lineups,-202696-1629632-,N. Vucevic - C. White,1610612741,CHI,23,10,13,0.435,24.2,5.8,7.6,5.0,22.8,8.5,5.5,7.3,22.2,1457,1502,3614,2832,557,567,58,410,216,4912,4702,4938,4808,2020-21
135,Lineups,-202331-202695-,P. George - K. Leonard,1610612746,LAC,43,32,11,0.744,24.2,10.5,6.1,5.8,20.8,7.3,5.0,4.6,21.9,560,205,3323,609,144,40,222,270,288,4756,4577,4449,4796,2020-21
136,Lineups,-203932-1629008-,A. Gordon - M. Porter Jr.,1610612743,DEN,24,18,6,0.75,24.1,8.1,7.3,8.1,28.1,8.3,6.4,6.5,23.6,1405,830,2314,499,514,209,76,82,62,4885,4865,4848,4861,2020-21
137,Lineups,-1628386-1630171-,J. Allen - I. Okoro,1610612739,CLE,51,14,37,0.275,24.1,6.2,6.8,4.8,24.8,9.0,6.3,6.1,26.7,302,1113,5005,3888,95,469,131,441,159,4952,4855,4800,4959,2020-21
138,Lineups,-201566-1628418-,R. Westbrook - T. Bryant,1610612764,WAS,7,1,6,0.143,24.0,9.4,6.1,4.8,20.6,10.1,5.1,6.9,25.2,3188,3830,2314,4362,1812,85,222,450,295,4993,4578,4900,4918,2020-21
139,Lineups,-204001-1626196-,K. Porzingis - J. Richardson,1610612742,DAL,36,23,13,0.639,23.9,5.6,5.8,5.0,21.7,7.2,6.2,6.6,22.2,813,538,3614,1219,218,632,277,407,262,4751,4836,4855,4811,2020-21
140,Lineups,-202696-1630172-,N. Vucevic - P. Williams,1610612741,CHI,26,11,15,0.423,23.9,6.0,6.9,5.6,23.7,8.2,5.4,7.0,24.2,1274,1382,3874,2915,457,528,123,292,186,4875,4677,4905,4882,2020-21
141,Lineups,-1628384-1629018-,O. Anunoby - G. Trent Jr.,1610612761,TOR,12,4,8,0.333,23.9,8.9,5.7,6.2,22.1,5.2,7.3,4.6,25.0,2453,2667,2781,3429,1218,122,291,222,248,4278,4949,4435,4908,2020-21
142,Lineups,-1629011-1629628-,M. Robinson - R. Barrett,1610612752,NYK,30,14,16,0.467,23.8,6.4,7.9,3.3,25.0,8.6,4.7,5.8,20.5,1069,1113,4005,2571,354,424,44,1056,148,4920,4463,4738,4727,2020-21
143,Lineups,-1626167-1627734-,M. Turner - D. Sabonis,1610612754,IND,45,21,24,0.467,23.8,8.3,5.7,7.3,23.8,7.9,6.2,6.1,23.5,482,659,4671,2571,136,168,310,130,184,4841,4841,4775,4858,2020-21
144,Lineups,-1626179-1629023-,T. Rozier - P. Washington,1610612766,CHA,63,30,33,0.476,23.8,8.3,6.5,7.3,22.9,7.9,6.3,7.0,23.3,64,251,4970,2496,28,176,169,131,212,4836,4853,4902,4855,2020-21
145,Lineups,-1629012-1629636-,C. Sexton - D. Garland,1610612739,CLE,47,16,31,0.34,23.7,7.6,6.0,6.1,26.2,9.1,5.6,6.7,25.4,421,960,4926,3427,122,246,256,230,104,4960,4725,4883,4923,2020-21
146,Lineups,-201942-1629640-,D. DeRozan - K. Johnson,1610612759,SAS,59,26,33,0.441,23.7,7.8,6.4,6.3,25.6,6.8,6.3,6.5,26.9,114,403,4970,2795,45,224,176,220,126,4675,4852,4849,4961,2020-21
147,Lineups,-201588-1629647-,G. Hill - D. Bazley,1610612760,OKC,14,6,8,0.429,23.7,6.0,3.1,4.2,22.7,7.8,7.2,4.7,23.7,2211,2171,2781,2856,1061,519,1395,607,221,4829,4947,4477,4867,2020-21
148,Lineups,-203482-1629645-,K. Olynyk - K. Porter Jr.,1610612745,HOU,19,4,15,0.211,23.7,7.8,7.2,5.4,27.3,9.0,5.8,7.8,24.3,1748,2667,3874,4176,736,228,86,332,75,4951,4766,4967,4885,2020-21
149,Lineups,-203506-1626167-,V. Oladipo - M. Turner,1610612754,IND,9,5,4,0.556,23.7,7.4,5.3,7.1,25.2,6.9,6.0,4.3,24.5,2883,2414,1704,1734,1541,273,381,144,140,4688,4790,4354,4894,2020-21
150,Lineups,-201980-203552-,D. Green - S. Curry,1610612755,PHI,55,37,18,0.673,23.6,9.2,6.0,8.9,22.8,8.2,5.5,7.2,22.6,207,99,4220,922,71,100,253,56,214,4877,4704,4930,4830,2020-21
151,Lineups,-1629649-1630181-,I. Brazdeikis - R. Hampton,1610612753,ORL,7,1,6,0.143,23.6,5.8,7.2,5.5,26.1,7.7,6.5,5.2,26.6,3188,3830,2314,4362,1827,576,82,302,109,4809,4885,4611,4957,2020-21
152,Lineups,-202685-1629630-,J. Valanciunas - J. Morant,1610612763,MEM,54,28,26,0.519,23.6,8.6,8.8,8.7,29.5,8.5,5.7,7.2,24.2,230,329,4766,1993,82,145,15,61,36,4908,4750,4931,4883,2020-21
153,Lineups,-203486-203924-,M. Plumlee - J. Grant,1610612765,DET,51,13,38,0.255,23.6,7.3,5.7,4.3,22.0,7.5,5.8,5.6,25.2,302,1183,5011,3950,99,285,299,576,253,4792,4772,4682,4920,2020-21
154,Lineups,-2772-202710-,T. Ariza - J. Butler,1610612748,MIA,25,15,10,0.6,23.6,10.1,3.9,7.9,23.6,6.9,5.2,5.8,20.8,1343,1034,3150,1412,506,56,858,94,190,4690,4645,4734,4741,2020-21
155,Lineups,-201933-203486-,B. Griffin - M. Plumlee,1610612765,DET,18,5,13,0.278,23.5,9.2,6.0,3.8,22.4,6.6,6.1,6.2,22.9,1818,2414,3614,3877,793,97,258,801,235,4639,4828,4814,4836,2020-21
156,Lineups,-203471-203484-,D. Schroder - K. Caldwell-Pope,1610612747,LAL,56,35,21,0.625,23.5,8.2,6.3,6.9,24.1,7.4,5.3,6.1,24.9,184,135,4478,1286,65,182,193,163,174,4780,4661,4803,4907,2020-21
157,Lineups,-1628386-1629012-,J. Allen - C. Sexton,1610612739,CLE,45,12,33,0.267,23.5,6.0,6.8,5.0,24.2,8.9,6.9,6.3,26.3,482,1268,4970,3909,142,513,126,403,171,4947,4922,4829,4946,2020-21
158,Lineups,-1626204-1629012-,L. Nance Jr. - C. Sexton,1610612739,CLE,26,9,17,0.346,23.5,8.7,5.8,6.4,26.6,8.3,6.0,7.2,22.6,1274,1654,4113,3413,473,140,282,215,93,4886,4789,4934,4827,2020-21
159,Lineups,-203500-1628366-,S. Adams - L. Ball,1610612740,NOP,45,18,27,0.4,23.4,6.7,7.9,6.5,26.1,8.5,5.9,6.4,21.9,482,830,4812,3035,143,379,48,197,106,4913,4787,4839,4794,2020-21
160,Lineups,-1629027-1629631-,T. Young - D. Hunter,1610612737,ATL,22,12,10,0.545,23.4,7.9,8.0,5.2,25.2,7.5,6.6,7.3,23.9,1532,1268,3150,1810,621,217,43,357,139,4782,4903,4944,4873,2020-21
161,Lineups,-203083-203484-,A. Drummond - K. Caldwell-Pope,1610612747,LAL,20,10,10,0.5,23.3,8.9,6.7,6.5,22.9,7.9,4.5,6.2,23.9,1673,1502,3150,2032,700,125,139,195,213,4834,4391,4810,4871,2020-21
162,Lineups,-201950-203507-,J. Holiday - G. Antetokounmpo,1610612749,MIL,51,35,16,0.686,23.3,8.6,6.4,7.8,25.8,7.6,5.9,4.6,18.8,302,135,4005,877,104,149,187,97,118,4806,4783,4448,4626,2020-21
163,Lineups,-1626204-1629636-,L. Nance Jr. - D. Garland,1610612739,CLE,26,10,16,0.385,23.3,8.5,6.2,5.4,27.4,8.1,5.5,6.1,21.6,1274,1502,4005,3182,479,155,216,334,72,4861,4709,4799,4778,2020-21
164,Lineups,-203901-203944-,E. Payton - J. Randle,1610612752,NYK,61,34,27,0.557,23.2,6.8,6.8,4.8,22.8,7.7,5.3,5.9,22.4,84,155,4812,1731,39,371,132,447,215,4824,4664,4756,4821,2020-21
165,Lineups,-201933-1626153-,B. Griffin - D. Wright,1610612765,DET,20,6,14,0.3,23.1,8.2,6.4,3.4,21.8,6.4,6.1,6.7,22.6,1673,2171,3738,3741,708,185,177,937,259,4590,4826,4875,4826,2020-21
166,Lineups,-203507-1628978-,G. Antetokounmpo - D. DiVincenzo,1610612749,MIL,59,39,20,0.661,23.1,9.2,6.1,8.9,26.6,7.5,5.8,4.9,21.1,114,70,4400,1125,55,101,220,51,92,4781,4758,4541,4753,2020-21
167,Lineups,-203083-1629012-,A. Drummond - C. Sexton,1610612739,CLE,21,7,14,0.333,23.0,9.3,6.6,8.1,28.4,9.0,5.1,7.2,21.6,1602,1980,3738,3429,668,94,156,85,57,4958,4578,4928,4781,2020-21
168,Lineups,-202710-1628389-,J. Butler - B. Adebayo,1610612748,MIA,48,29,19,0.604,23.0,8.6,4.4,6.3,22.5,7.1,4.9,5.0,20.0,386,286,4317,1405,127,148,638,219,230,4717,4543,4566,4697,2020-21
169,Lineups,-203937-1629630-,K. Anderson - J. Morant,1610612763,MEM,61,32,29,0.525,23.0,9.0,7.4,9.0,27.4,7.8,6.0,6.4,23.3,84,205,4871,1958,43,121,67,50,70,4830,4793,4832,4849,2020-21
170,Lineups,-1626204-1630171-,L. Nance Jr. - I. Okoro,1610612739,CLE,30,11,19,0.367,23.0,8.1,5.3,5.7,24.6,9.4,5.6,6.9,23.3,1069,1382,4317,3309,385,191,377,276,164,4974,4727,4899,4852,2020-21
171,Lineups,-202710-1629130-,J. Butler - D. Robinson,1610612748,MIA,52,33,19,0.635,22.9,8.9,4.2,6.4,22.5,7.0,5.1,4.9,19.3,281,183,4317,1258,102,126,699,207,231,4707,4626,4525,4660,2020-21
172,Lineups,-1627750-1629008-,J. Murray - M. Porter Jr.,1610612743,DEN,38,25,13,0.658,22.9,9.2,6.4,7.1,25.1,7.0,5.3,6.7,20.1,722,435,3614,1139,215,98,178,144,146,4714,4669,4877,4702,2020-21
173,Lineups,-1626196-1627827-,J. Richardson - D. Finney-Smith,1610612742,DAL,55,32,23,0.582,22.9,6.0,6.2,5.5,21.2,7.4,6.0,5.8,21.6,207,205,4617,1594,87,520,213,317,279,4766,4788,4731,4784,2020-21
174,Lineups,-200746-201942-,L. Aldridge - D. DeRozan,1610612759,SAS,18,11,7,0.611,22.9,7.2,4.6,7.1,19.1,7.1,6.4,7.1,27.6,1818,1382,2536,1362,814,295,540,144,364,4717,4861,4923,4974,2020-21
175,Lineups,-101108-1626164-,C. Paul - D. Booker,1610612756,PHX,66,47,19,0.712,22.8,7.5,6.2,6.9,22.1,7.2,6.3,5.8,22.8,28,14,4317,764,27,262,201,169,247,4748,4857,4740,4833,2020-21
176,Lineups,-202339-203500-,E. Bledsoe - S. Adams,1610612740,NOP,57,26,31,0.456,22.8,6.1,7.0,6.3,25.2,8.5,6.0,6.3,22.5,160,403,4926,2658,69,490,108,216,144,4911,4796,4823,4822,2020-21
177,Lineups,-201572-203114-,B. Lopez - K. Middleton,1610612749,MIL,68,45,23,0.662,22.7,7.7,5.9,7.6,25.7,7.5,5.7,5.1,20.0,11,22,4617,1123,23,242,264,112,120,4788,4747,4596,4695,2020-21
178,Lineups,-200768-1626181-,K. Lowry - N. Powell,1610612761,TOR,35,11,24,0.314,22.7,9.8,5.4,7.5,19.9,8.6,7.5,5.8,20.6,859,1382,4671,3684,278,70,354,120,328,4922,4965,4749,4728,2020-21
179,Lineups,-200746-1629640-,L. Aldridge - K. Johnson,1610612759,SAS,18,11,7,0.611,22.7,6.9,4.1,6.7,19.5,6.6,6.1,5.8,27.9,1818,1382,2536,1362,825,358,741,177,342,4639,4828,4735,4978,2020-21
180,Lineups,-203076-203083-,A. Davis - A. Drummond,1610612747,LAL,13,6,7,0.462,22.6,7.1,6.2,6.9,22.4,6.9,4.5,6.3,22.9,2319,2171,2536,2609,1191,307,216,161,233,4699,4412,4826,4837,2020-21
181,Lineups,-203200-1626167-,J. Holiday - M. Turner,1610612754,IND,47,22,25,0.468,22.6,7.6,5.2,6.9,23.3,7.9,6.3,5.7,23.1,421,595,4721,2569,140,251,400,170,200,4846,4851,4707,4845,2020-21
182,Lineups,-202685-1628415-,J. Valanciunas - D. Brooks,1610612763,MEM,59,31,28,0.525,22.6,8.4,8.0,8.5,28.2,8.3,5.2,6.6,23.3,114,229,4842,1955,62,165,41,70,59,4887,4643,4865,4856,2020-21
183,Lineups,-1628366-1629627-,L. Ball - Z. Williamson,1610612740,NOP,50,21,29,0.42,22.6,7.4,6.7,7.1,26.5,8.0,5.7,6.6,21.3,329,659,4871,2942,121,277,141,152,94,4857,4752,4853,4764,2020-21
184,Lineups,-201587-202695-,N. Batum - K. Leonard,1610612746,LAC,50,34,16,0.68,22.6,8.5,5.6,5.2,19.5,7.2,5.3,5.2,23.0,329,155,4005,895,120,156,332,347,345,4744,4654,4614,4840,2020-21
185,Lineups,-1626181-1627783-,N. Powell - P. Siakam,1610612761,TOR,33,14,19,0.424,22.6,9.8,6.2,7.9,21.1,8.4,6.9,5.8,21.6,935,1113,4317,2912,320,69,205,96,285,4889,4920,4736,4781,2020-21
186,Lineups,-1628989-1629027-,K. Huerter - T. Young,1610612737,ATL,61,35,26,0.574,22.5,6.7,6.8,5.2,24.9,7.1,6.2,5.4,23.9,84,135,4766,1622,52,383,128,364,149,4740,4844,4661,4870,2020-21
187,Lineups,-1629645-1630256-,K. Porter Jr. - J. Tate,1610612745,HOU,25,4,21,0.16,22.5,8.1,6.9,6.0,26.3,8.8,5.8,7.3,22.8,1343,2667,4478,4347,547,208,117,249,96,4940,4759,4936,4832,2020-21
188,Lineups,-2544-203076-,L. James - A. Davis,1610612747,LAL,27,19,8,0.704,22.5,9.5,6.9,8.2,25.1,6.6,5.1,6.5,21.5,1217,766,2781,787,474,82,122,78,145,4634,4578,4851,4777,2020-21
189,Lineups,-1627832-1629018-,F. VanVleet - G. Trent Jr.,1610612761,TOR,8,2,6,0.25,22.4,8.9,6.1,5.1,17.0,5.3,8.9,4.7,24.6,3021,3361,2314,3951,1732,126,222,376,518,4310,5010,4471,4896,2020-21
190,Lineups,-1628467-1629029-,M. Kleber - L. Doncic,1610612742,DAL,44,29,15,0.659,22.4,6.5,6.0,4.2,20.0,6.5,5.8,6.4,21.5,515,286,3874,1131,161,416,259,594,323,4612,4773,4837,4775,2020-21
191,Lineups,-203115-203932-,W. Barton - A. Gordon,1610612743,DEN,14,11,3,0.786,22.4,6.9,7.4,7.5,26.9,8.7,6.7,7.3,22.1,2211,1382,1356,448,1129,356,68,118,81,4928,4905,4942,4806,2020-21
192,Lineups,-203897-1630172-,Z. LaVine - P. Williams,1610612741,CHI,57,25,32,0.439,22.4,5.8,5.9,6.2,23.5,8.9,6.2,5.8,24.8,160,435,4952,2808,80,574,271,228,193,4949,4840,4750,4902,2020-21
193,Lineups,-201942-1627749-,D. DeRozan - D. Murray,1610612759,SAS,59,27,32,0.458,22.3,7.0,5.7,5.9,23.5,6.4,6.5,5.6,24.9,114,370,4952,2646,64,340,307,256,194,4585,4877,4696,4905,2020-21
194,Lineups,-203110-1626162-,D. Green - K. Oubre Jr.,1610612744,GSW,48,24,24,0.5,22.3,7.8,4.3,7.0,23.3,8.8,7.1,7.1,21.5,386,488,4671,2032,137,225,677,160,206,4942,4942,4914,4773,2020-21
195,Lineups,-1626156-1627736-,D. Russell - M. Beasley,1610612750,MIN,20,5,15,0.25,22.3,7.5,6.2,5.3,21.5,8.6,6.1,5.6,25.1,1673,2414,3874,3951,747,257,214,340,271,4917,4826,4683,4915,2020-21
196,Lineups,-202339-1629627-,E. Bledsoe - Z. Williamson,1610612740,NOP,61,29,32,0.475,22.3,7.0,6.3,6.4,26.6,8.6,5.9,6.8,22.0,84,286,4952,2512,57,346,194,206,89,4916,4781,4888,4799,2020-21
197,Lineups,-201942-1628401-,D. DeRozan - D. White,1610612759,SAS,30,13,17,0.433,22.2,7.9,6.2,4.8,26.8,6.1,6.1,4.2,23.0,1069,1183,4113,2844,411,221,214,456,85,4537,4822,4333,4839,2020-21
198,Lineups,-203081-203994-,D. Lillard - J. Nurkic,1610612757,POR,34,20,14,0.588,22.2,8.4,5.1,6.7,20.4,7.1,5.6,7.2,19.8,892,713,3738,1548,311,164,418,181,305,4738,4726,4926,4685,2020-21
199,Lineups,-202339-1628366-,E. Bledsoe - L. Ball,1610612740,NOP,55,23,32,0.418,22.2,6.9,7.3,6.4,25.2,8.1,5.5,6.5,22.1,207,538,4952,2947,96,352,80,198,143,4858,4691,4844,4805,2020-21
200,Lineups,-203994-1626181-,J. Nurkic - N. Powell,1610612757,POR,24,14,10,0.583,22.2,8.7,5.9,6.8,20.8,6.5,5.0,7.1,19.7,1405,1113,3150,1575,598,139,268,172,289,4623,4568,4914,4677,2020-21
201,Lineups,-201586-202695-,S. Ibaka - K. Leonard,1610612746,LAC,31,20,11,0.645,22.2,8.3,5.9,4.7,18.5,6.0,4.7,5.5,22.2,1036,713,3323,1194,386,172,263,460,394,4486,4482,4676,4809,2020-21
202,Lineups,-1627734-1629052-,D. Sabonis - O. Brissett,1610612754,IND,10,6,4,0.6,22.1,8.4,3.7,7.1,28.6,8.2,7.3,9.8,29.8,2729,2171,1704,1412,1492,163,951,144,52,4878,4951,5019,5003,2020-21
203,Lineups,-203901-1629628-,E. Payton - R. Barrett,1610612752,NYK,62,35,27,0.565,22.1,6.8,6.5,4.8,22.1,7.4,5.1,5.8,21.5,78,135,4812,1700,53,376,170,453,251,4768,4628,4728,4774,2020-21
204,Lineups,-1628960-1629630-,G. Allen - J. Morant,1610612763,MEM,43,23,20,0.535,22.1,8.1,7.4,8.2,25.5,7.7,6.4,6.5,22.9,560,538,4400,1898,177,205,63,81,127,4811,4863,4843,4838,2020-21
205,Lineups,-201145-201935-,J. Green - J. Harden,1610612751,BKN,32,25,7,0.781,22.1,6.0,5.7,4.9,22.5,7.6,6.6,5.9,23.6,986,435,2536,457,363,517,302,423,232,4794,4891,4753,4860,2020-21
206,Lineups,-201935-1628021-,J. Harden - D. Nwaba,1610612745,HOU,7,1,6,0.143,22.1,8.5,2.0,4.1,22.0,7.2,6.9,7.8,20.8,3188,3830,2314,4362,1885,153,2571,645,255,4753,4924,4969,4742,2020-21
207,Lineups,-203901-1629011-,E. Payton - M. Robinson,1610612752,NYK,29,14,15,0.483,22.0,5.8,7.3,3.1,23.0,7.9,4.0,5.2,19.6,1122,1113,3874,2460,438,586,79,1212,209,4840,4170,4619,4669,2020-21
208,Lineups,-202330-1629023-,G. Hayward - P. Washington,1610612766,CHA,41,23,18,0.561,22.0,8.1,5.2,7.4,20.1,7.7,5.8,6.3,21.3,621,538,4220,1716,193,206,399,126,318,4807,4760,4828,4763,2020-21
209,Lineups,-203109-1626164-,J. Crowder - D. Booker,1610612756,PHX,56,40,16,0.714,22.0,7.7,5.3,6.4,20.3,7.0,6.4,5.7,21.6,184,54,4005,717,93,243,378,211,307,4708,4868,4716,4780,2020-21
210,Lineups,-203468-203994-,C. McCollum - J. Nurkic,1610612757,POR,37,22,15,0.595,21.9,8.7,5.3,6.5,19.7,6.5,5.7,6.5,20.0,762,595,3874,1520,259,143,375,193,336,4617,4748,4846,4694,2020-21
211,Lineups,-202696-1630175-,N. Vucevic - C. Anthony,1610612753,ORL,23,7,16,0.304,21.9,6.7,4.9,4.8,18.3,8.9,5.4,7.0,20.5,1457,1980,4005,3734,635,388,461,438,406,4950,4684,4901,4726,2020-21
212,Lineups,-203083-1629636-,A. Drummond - D. Garland,1610612739,CLE,18,6,12,0.333,21.8,8.8,5.4,6.9,26.8,7.7,4.2,5.5,22.4,1818,2171,3486,3429,872,131,357,164,86,4818,4288,4669,4819,2020-21
213,Lineups,-1628389-1629134-,B. Adebayo - K. Nunn,1610612748,MIA,50,25,25,0.5,21.8,8.3,4.5,5.7,20.7,7.3,4.8,4.8,18.7,329,435,4721,2032,128,167,563,288,291,4755,4532,4507,4620,2020-21
214,Lineups,-1626196-1629029-,J. Richardson - L. Doncic,1610612742,DAL,53,33,20,0.623,21.8,5.9,5.6,4.7,20.3,6.9,6.3,6.3,21.8,260,183,4400,1324,112,539,312,486,306,4700,4849,4825,4790,2020-21
215,Lineups,-204001-1629029-,K. Porzingis - L. Doncic,1610612742,DAL,40,24,16,0.6,21.8,5.4,5.7,4.0,20.0,6.3,6.6,7.1,21.9,653,488,4005,1412,211,684,302,724,324,4556,4904,4912,4797,2020-21
216,Lineups,-203081-1629018-,D. Lillard - G. Trent Jr.,1610612757,POR,40,23,17,0.575,21.7,7.7,8.4,5.4,18.4,6.7,5.9,6.8,23.1,653,538,4113,1617,213,240,23,329,400,4656,4785,4890,4843,2020-21
217,Lineups,-202330-1628984-,G. Hayward - D. Graham,1610612766,CHA,36,19,17,0.528,21.7,7.9,5.3,6.4,18.0,7.4,5.4,5.3,20.3,813,766,4113,1943,291,220,381,201,446,4769,4687,4637,4706,2020-21
218,Lineups,-203115-1629008-,W. Barton - M. Porter Jr.,1610612743,DEN,45,30,15,0.667,21.7,8.2,6.6,6.6,25.6,6.8,5.8,6.8,21.4,482,251,3874,927,168,183,159,192,123,4663,4770,4895,4770,2020-21
219,Lineups,-1627741-1628963-,B. Hield - M. Bagley III,1610612758,SAC,43,20,23,0.465,21.6,7.0,6.4,7.2,26.1,7.5,6.1,5.8,23.8,560,713,4617,2598,185,330,186,136,108,4789,4797,4730,4869,2020-21
220,Lineups,-1627742-1629627-,B. Ingram - Z. Williamson,1610612740,NOP,59,29,30,0.492,21.6,6.5,6.3,6.4,25.3,7.8,5.8,6.3,21.3,114,286,4900,2417,81,412,200,209,137,4828,4764,4824,4765,2020-21
221,Lineups,-203991-203992-,C. Capela - B. Bogdanovic,1610612737,ATL,37,24,13,0.649,21.6,7.1,6.4,4.8,22.1,6.6,5.9,5.3,22.2,762,488,3614,1169,274,325,185,454,250,4635,4782,4634,4807,2020-21
